ind,var_name,var_description,var_value,var_unit,var_alg,var_need,v_linked,user_input
245,ref_216_141_lab,Aggregated reference lab cost for 216.141,24018213.09312,$,,,ce_216_141_lab,0
246,ref_216_141_mat,Aggregated reference mat cost for 216.141,7145811.159576,$,,,ce_216_141_mat,0
247,ref_216_142_lab,Aggregated reference lab cost for 216.142,2119078.08444,$,,,ce_216_142_lab,0
248,ref_216_142_mat,Aggregated reference mat cost for 216.142,3438706.40915,$,,,ce_216_142_mat,0
249,ref_216_143_lab,Aggregated reference lab cost for 216.143,486639.2798,$,,,ce_216_143_lab,0
250,ref_216_143_mat,Aggregated reference mat cost for 216.143,585894.164,$,,,ce_216_143_mat,0
251,ref_216_144_lab,Aggregated reference lab cost for 216.144,307576.92005,$,,,ce_216_144_lab,0
252,ref_216_144_mat,Aggregated reference mat cost for 216.144,294801.07175,$,,,ce_216_144_mat,0
253,ref_216_145_lab,Aggregated reference lab cost for 216.145,147358.83791,$,,,ce_216_145_lab,0
254,ref_216_145_mat,Aggregated reference mat cost for 216.145,128467.43138,$,,,ce_216_145_mat,0
255,ref_216_146_lab,Aggregated reference lab cost for 216.146,4599.644948,$,,,ce_216_146_lab,0
256,ref_216_146_mat,Aggregated reference mat cost for 216.146,4245.149031,$,,,ce_216_146_mat,0
257,ref_216_147_lab,Aggregated reference lab cost for 216.147,66380.321837,$,,,ce_216_147_lab,0
258,ref_216_147_mat,Aggregated reference mat cost for 216.147,75023.07197,$,,,ce_216_147_mat,0
259,ref_216_148_lab,Aggregated reference lab cost for 216.148,10525.09202,$,,,ce_216_148_lab,0
260,ref_216_148_mat,Aggregated reference mat cost for 216.148,585.0991923,$,,,ce_216_148_mat,0
261,ref_216_149_lab,Reference site labor cost for 216.149,558657.9279,$,,,ce_216_149_lab,0
262,ref_216_149_mat,Reference site material cost for 216.149,92591.94718,$,,,ce_216_149_mat,0
263,ref_216_21_lab,Aggregated reference lab cost for 216.21,1275085.66255,$,,,,0
264,ref_216_21_mat,Aggregated reference mat cost for 216.21,252355.59431,$,,,,0
265,ref_216_22_fac,Aggregated reference fac cost for 216.22,1134425.198653,$,,,,0
266,ref_216_22_lab,Aggregated reference lab cost for 216.22,2551554.280197,$,,,,0
267,ref_216_22_mat,Aggregated reference mat cost for 216.22,674600.376062,$,,,,0
268,ref_216_24_lab,Reference site labor cost for 216.24,900566.6295,$,,,,0
269,ref_216_24_mat,Reference site material cost for 216.24,341357.6804,$,,,,0
270,ref_216_25_fac,Aggregated reference fac cost for 216.25,356469.3827,$,,,,0
271,ref_216_25_lab,Aggregated reference lab cost for 216.25,174564.4207,$,,,,0
272,ref_216_25_mat,Aggregated reference mat cost for 216.25,16775.69577,$,,,,0
273,ref_217_13_lab,Aggregated reference lab cost for 217.13,1232836.386079,$,,,,0
274,ref_217_13_mat,Aggregated reference mat cost for 217.13,627561.8008828,$,,,,0
275,ref_217_141_lab,Aggregated reference lab cost for 217.141,9200530.16508,$,,,ce_217_141_lab,0
276,ref_217_141_mat,Aggregated reference mat cost for 217.141,2452036.602684,$,,,ce_217_141_mat,0
277,ref_217_142_lab,Aggregated reference lab cost for 217.142,633635.00593,$,,,ce_217_142_lab,0
278,ref_217_142_mat,Aggregated reference mat cost for 217.142,893582.71994,$,,,ce_217_142_mat,0
279,ref_217_145_lab,Aggregated reference lab cost for 217.145,57111.30589,$,,,ce_217_145_lab,0
280,ref_217_145_mat,Aggregated reference mat cost for 217.145,46465.14193,$,,,ce_217_145_mat,0
281,ref_217_147_lab,Aggregated reference lab cost for 217.147,24768.323956,$,,,ce_217_147_lab,0
282,ref_217_147_mat,Aggregated reference mat cost for 217.147,32682.194583,$,,,ce_217_147_mat,0
283,ref_217_149_lab,Reference site labor cost for 217.149,142759.9868,$,,,ce_217_149_lab,0
284,ref_217_149_mat,Reference site material cost for 217.149,18023.85423,$,,,ce_217_149_mat,0
285,ref_217_21_fac,Aggregated reference fac cost for 217.21,7511.892017,$,,,,0
286,ref_217_21_lab,Aggregated reference lab cost for 217.21,352553.670738,$,,,,0
287,ref_217_21_mat,Aggregated reference mat cost for 217.21,150303.6021081,$,,,,0
288,ref_217_22_fac,Aggregated reference fac cost for 217.22,193909.35968,$,,,,0
289,ref_217_22_lab,Aggregated reference lab cost for 217.22,1238929.99335,$,,,,0
290,ref_217_22_mat,Aggregated reference mat cost for 217.22,277171.759642,$,,,,0
291,ref_217_23_fac,Aggregated reference fac cost for 217.23,2014572.9974,$,,,,0
292,ref_217_23_lab,Aggregated reference lab cost for 217.23,140460.02199,$,,,,0
293,ref_217_23_mat,Aggregated reference mat cost for 217.23,10611.438864,$,,,,0
294,ref_217_24_lab,Reference site labor cost for 217.24,292416.1971,$,,,,0
295,ref_217_24_mat,Reference site material cost for 217.24,110230.206,$,,,,0
296,ref_217_3_lab,Reference site labor cost for 217.3,3071920.9,$,,,,0
297,ref_217_3_mat,Reference site material cost for 217.3,6646942.405,$,,,,0
298,ref_218A_13_lab,Aggregated reference lab cost for 218A.13,1340415.61944,$,,,ce_218A_13_lab,0
299,ref_218A_13_mat,Aggregated reference mat cost for 218A.13,770875.072923,$,,,ce_218A_13_mat,0
300,ref_218A_141_lab,Aggregated reference lab cost for 218A.141,28840436.40199,$,,,ce_218A_141_lab,0
301,ref_218A_141_mat,Aggregated reference mat cost for 218A.141,8429857.722799,$,,,ce_218A_141_mat,0
302,ref_218A_142_lab,Aggregated reference lab cost for 218A.142,3003877.75743,$,,,ce_218A_142_lab,0
303,ref_218A_142_mat,Aggregated reference mat cost for 218A.142,4757094.74969,$,,,ce_218A_142_mat,0
304,ref_218A_145_lab,Aggregated reference lab cost for 218A.145,152808.8951,$,,,ce_218A_145_lab,0
305,ref_218A_145_mat,Aggregated reference mat cost for 218A.145,136116.6424,$,,,ce_218A_145_mat,0
306,ref_218A_146_lab,Aggregated reference lab cost for 218A.146,2477305.33398,$,,,ce_218A_146_lab,0
307,ref_218A_146_mat,Aggregated reference mat cost for 218A.146,1820301.470124,$,,,ce_218A_146_mat,0
308,ref_218A_147_lab,Aggregated reference lab cost for 218A.147,95330.97808,$,,,ce_218A_147_lab,0
309,ref_218A_147_mat,Aggregated reference mat cost for 218A.147,96193.631163,$,,,ce_218A_147_mat,0
310,ref_218A_148_lab,Aggregated reference lab cost for 218A.148,252960.648296,$,,,ce_218A_148_lab,0
311,ref_218A_148_mat,Aggregated reference mat cost for 218A.148,121610.011216,$,,,ce_218A_148_mat,0
312,ref_218A_149_lab,Reference site labor cost for 218A.149,628859.4648,$,,,ce_218A_149_lab,0
313,ref_218A_149_mat,Reference site material cost for 218A.149,76797.00963,$,,,ce_218A_149_mat,0
314,ref_218A_21_lab,Aggregated reference lab cost for 218A.21,2360426.5826000003,$,,,ce_218A_21_lab,0
315,ref_218A_21_mat,Aggregated reference mat cost for 218A.21,658362.32472,$,,,ce_218A_21_mat,0
316,ref_218A_231_fac,Reference factory equipment cost for 218A.231,926649.8252,$,,,ce_218A_231_fac,0
317,ref_218A_231_lab,Reference site labor cost for 218A.231,114723.9584,$,,,ce_218A_231_lab,0
318,ref_218A_231_mat,Reference site material cost for 218A.231,9480.524141,$,,,ce_218A_231_mat,0
319,ref_218A_232_fac,Reference factory equipment cost for 218A.232,801211.4132,$,,,ce_218A_232_fac,0
320,ref_218A_232_lab,Reference site labor cost for 218A.232,193144.9921,$,,,ce_218A_232_lab,0
321,ref_218A_232_mat,Reference site material cost for 218A.232,15969.88507,$,,,ce_218A_232_mat,0
322,ref_218A_233_fac,Reference factory equipment cost for 218A.233,3070.170928,$,,,ce_218A_233_fac,0
323,ref_218A_233_lab,Reference site labor cost for 218A.233,8103.008536,$,,,ce_218A_233_lab,0
324,ref_218A_233_mat,Reference site material cost for 218A.233,653.3598834,$,,,ce_218A_233_mat,0
325,ref_218A_234_fac,Reference factory equipment cost for 218A.234,193498.1677,$,,,ce_218A_234_fac,0
326,ref_218A_234_lab,Reference site labor cost for 218A.234,75100.20088,$,,,ce_218A_234_lab,0
327,ref_218A_234_mat,Reference site material cost for 218A.234,6213.724724,$,,,ce_218A_234_mat,0
328,ref_218A_235_fac,Reference factory equipment cost for 218A.235,1240903.304,$,,,ce_218A_235_fac,0
329,ref_218A_235_lab,Reference site labor cost for 218A.235,7537476.269,$,,,ce_218A_235_lab,0
330,ref_218A_235_mat,Reference site material cost for 218A.235,1213347.277,$,,,ce_218A_235_mat,0
331,ref_218A_236_fac,Reference factory equipment cost for 218A.236,267144.7431,$,,,ce_218A_236_fac,0
332,ref_218A_236_lab,Reference site labor cost for 218A.236,168717.358,$,,,ce_218A_236_lab,0
333,ref_218A_236_mat,Reference site material cost for 218A.236,13831.86384,$,,,ce_218A_236_mat,0
334,ref_218A_237_fac,Reference factory equipment cost for 218A.237,34666.4281,$,,,ce_218A_237_fac,0
335,ref_218A_238_fac,Reference factory equipment cost for 218A.238,319916.9706,$,,,ce_218A_238_fac,0
336,ref_218A_238_lab,Reference site labor cost for 218A.238,65280.56113,$,,,ce_218A_238_lab,0
337,ref_218A_238_mat,Reference site material cost for 218A.238,2664.483275,$,,,ce_218A_238_mat,0
338,ref_218A_24_lab,Reference site labor cost for 218A.24,2024660.407,$,,,ce_218A_24_lab,0
339,ref_218A_24_mat,Reference site material cost for 218A.24,621004.9575,$,,,ce_218A_24_mat,0
340,ref_218B_22_fac,Aggregated reference fac cost for 218B.22,1866506.932348,$,,,ce_218B_22_fac,0
341,ref_218B_22_lab,Aggregated reference lab cost for 218B.22,3131658.99519,$,,,ce_218B_22_lab,0
342,ref_218B_22_mat,Aggregated reference mat cost for 218B.22,457290.8982603,$,,,ce_218B_22_mat,0
343,ref_218B_23_fac,Aggregated reference fac cost for 218B.23,23772.3181215,$,,,ce_218B_23_fac,0
344,ref_218B_23_lab,Aggregated reference lab cost for 218B.23,23161.106682,$,,,ce_218B_23_lab,0
345,ref_218B_23_mat,Aggregated reference mat cost for 218B.23,1732.6566528,$,,,ce_218B_23_mat,0
346,ref_218B_24_lab,Reference site labor cost for 218B.24,970307.7957,$,,,ce_218B_24_lab,0
347,ref_218B_24_mat,Reference site material cost for 218B.24,379587.355,$,,,ce_218B_24_mat,0
348,ref_218B_25_fac,Reference factory equipment cost for 218B.25,88303.82096,$,,,ce_218B_25_fac,0
349,ref_218B_25_lab,Reference site labor cost for 218B.25,45810.80044,$,,,ce_218B_25_lab,0
350,ref_218B_25_mat,Reference site material cost for 218B.25,3586.127801,$,,,ce_218B_25_mat,0
351,ref_218D_fac,Reference factory equipment cost for 218D,87852.60004,$,,,,0
352,ref_218D_lab,Reference site labor cost for 218D,784039.4097,$,,,,0
353,ref_218D_mat,Reference site material cost for 218D,353929.4,$,,,,0
354,ref_218E_fac,Aggregated reference fac cost for 218E,49512.3482421,$,,,,0
355,ref_218E_lab,Aggregated reference lab cost for 218E,95924.246122,$,,,,0
356,ref_218E_mat,Aggregated reference mat cost for 218E,18264.7292811,$,,,,0
357,ref_218F_lab,Reference site labor cost for 218F,1988491.89,$,,,,0
358,ref_218F_mat,Reference site material cost for 218F,643590.2,$,,,,0
359,ref_218G_fac,Reference factory equipment cost for 218G,24217.6,$,,,,0
360,ref_218G_lab,Reference site labor cost for 218G,121782.08,$,,,,0
361,ref_218G_mat,Reference site material cost for 218G,45674.19999,$,,,,0
362,ref_218H_fac,Reference factory equipment cost for 218H,43003.39998,$,,,,0
363,ref_218H_lab,Reference site labor cost for 218H,951888.6302,$,,,,0
364,ref_218H_mat,Reference site material cost for 218H,633998.2,$,,,,0
365,ref_218J_fac,Aggregated reference fac cost for 218J,77809.66993,$,,,,0
366,ref_218J_lab,Aggregated reference lab cost for 218J,477499.37046,$,,,,0
367,ref_218J_mat,Aggregated reference mat cost for 218J,52345.446996,$,,,,0
368,ref_218K_lab,Reference site labor cost for 218K,643823.0399,$,,,,0
369,ref_218K_mat,Reference site material cost for 218K,262017.8,$,,,,0
370,ref_218L_fac,Reference factory equipment cost for 218L,137163.4,$,,,,0
371,ref_218L_lab,Reference site labor cost for 218L,1478143.59,$,,,,0
372,ref_218L_mat,Reference site material cost for 218L,667730.7999,$,,,,0
373,ref_218P_lab,Reference site labor cost for 218P,439306.5601,$,,,,0
374,ref_218P_mat,Reference site material cost for 218P,127124.8,$,,,,0
375,ref_218S_fac,Reference factory equipment cost for 218S,18293.0,$,,,,0
376,ref_218S_lab,Reference site labor cost for 218S,1325719.33,$,,,,0
377,ref_218S_mat,Reference site material cost for 218S,668122.4,$,,,,0
378,ref_218T_fac,Aggregated reference fac cost for 218T,94454.799961,$,,,,0
379,ref_218T_lab,Aggregated reference lab cost for 218T,150357.879252,$,,,,0
380,ref_218T_mat,Aggregated reference mat cost for 218T,34382.9686994,$,,,,0
381,ref_218V_lab,Reference site labor cost for 218V,172589.34,$,,,,0
382,ref_218V_mat,Reference site material cost for 218V,67568.60003,$,,,,0
383,ref_221_1_fac,Aggregated reference fac cost for 221.1,54943623.46,$,,,,0
384,ref_221_1_lab,Aggregated reference lab cost for 221.1,6959303.009000001,$,,,,0
385,ref_221_1_mat,Aggregated reference mat cost for 221.1,13117014.5191,$,,,,0
386,ref_221_2_fac,Aggregated reference fac cost for 221.2,29518644.19,$,,,,0
387,ref_221_2_lab,Aggregated reference lab cost for 221.2,1128496.709,$,,,,0
388,ref_221_2_mat,Aggregated reference mat cost for 221.2,106736.278,$,,,,0
389,ref_221_3_fac,Reference factory equipment cost for 221.3,48271430.44,$,,,,0
390,ref_221_3_lab,Reference site labor cost for 221.3,1305834.897,$,,,,0
391,ref_221_3_mat,Reference site material cost for 221.3,121580.4158,$,,,,0
392,ref_222_111_fac,Reference factory equipment cost for 222.111,96235783.51,$,,,ce_222_111_fac,0
393,ref_222_111_lab,Reference site labor cost for 222.111,3849475.091,$,,,ce_222_111_lab,0
394,ref_222_111_mat,Reference site material cost for 222.111,389420.0622,$,,,ce_222_111_mat,0
395,ref_222_119_fac,Reference factory equipment cost for 222.119,2899631.744,$,,,ce_222_119_fac,0
396,ref_222_119_lab,Reference site labor cost for 222.119,4571014.442,$,,,ce_222_119_lab,0
397,ref_222_119_mat,Reference site material cost for 222.119,456144.5743,$,,,ce_222_119_mat,0
398,ref_222_12_fac,Aggregated reference fac cost for 222.12,12181696.7822,$,,,,0
399,ref_222_12_lab,Aggregated reference lab cost for 222.12,21860871.5365,$,,,,0
400,ref_222_12_mat,Aggregated reference mat cost for 222.12,2154574.6244,$,,,,0
401,ref_222_132_fac,Reference factory equipment cost for 222.132,115107954.9,$,,,ce_222_132_fac,0
402,ref_222_132_lab,Reference site labor cost for 222.132,3379073.239,$,,,ce_222_132_lab,0
403,ref_222_132_mat,Reference site material cost for 222.132,358033.9676,$,,,ce_222_132_mat,0
404,ref_222_139_fac,Reference factory equipment cost for 222.139,57628.3032,$,,,ce_222_139_fac,0
405,ref_222_139_lab,Reference site labor cost for 222.139,507890.4935,$,,,ce_222_139_lab,0
406,ref_222_139_mat,Reference site material cost for 222.139,50682.73048,$,,,ce_222_139_mat,0
407,ref_222_14_fac,Aggregated reference fac cost for 222.14,7810895.18558,$,,,,0
408,ref_222_14_lab,Aggregated reference lab cost for 222.14,554399.45973,$,,,,0
409,ref_222_14_mat,Aggregated reference mat cost for 222.14,54698.157812,$,,,,0
410,ref_223_1_fac,Aggregated reference fac cost for 223.1,9125519.8133,$,,,,0
411,ref_223_1_lab,Aggregated reference lab cost for 223.1,7673809.6359,$,,,,0
412,ref_223_1_mat,Aggregated reference mat cost for 223.1,643801.125867,$,,,,0
413,ref_223_3_fac,Aggregated reference fac cost for 223.3,17995520.495,$,,,,0
414,ref_223_3_lab,Aggregated reference lab cost for 223.3,12484140.12657,$,,,,0
415,ref_223_3_mat,Aggregated reference mat cost for 223.3,1849558.449168,$,,,,0
416,ref_223_4_fac,Aggregated reference fac cost for 223.4,7178727.713500001,$,,,,0
417,ref_223_4_lab,Aggregated reference lab cost for 223.4,12825487.28281,$,,,,0
418,ref_223_4_mat,Aggregated reference mat cost for 223.4,1137444.056296,$,,,,0
419,ref_223_5_fac,Aggregated reference fac cost for 223.5,2020969.93592,$,,,,0
420,ref_223_5_lab,Aggregated reference lab cost for 223.5,1237700.47984,$,,,,0
421,ref_223_5_mat,Aggregated reference mat cost for 223.5,107715.599041,$,,,,0
422,ref_224_1_fac,Aggregated reference fac cost for 224.1,17578043.84462,$,,,,0
423,ref_224_1_lab,Aggregated reference lab cost for 224.1,23504618.58384,$,,,,0
424,ref_224_1_mat,Aggregated reference mat cost for 224.1,2415803.7008854,$,,,,0
425,ref_224_2_fac,Aggregated reference fac cost for 224.2,3090436.715,$,,,,0
426,ref_224_2_lab,Aggregated reference lab cost for 224.2,1216147.837,$,,,,0
427,ref_224_2_mat,Aggregated reference mat cost for 224.2,75770.24729,$,,,,0
428,ref_224_3_fac,Aggregated reference fac cost for 224.3,17307453.167600002,$,,,,0
429,ref_224_3_lab,Aggregated reference lab cost for 224.3,3175748.8484,$,,,,0
430,ref_224_3_mat,Aggregated reference mat cost for 224.3,313011.354128,$,,,,0
431,ref_225_111_fac,Reference factory equipment cost for 225.111,237225.8382,$,,,ce_225_111_fac,0
432,ref_225_111_lab,Reference site labor cost for 225.111,142693.1867,$,,,ce_225_111_lab,0
433,ref_225_111_mat,Reference site material cost for 225.111,11385.05953,$,,,ce_225_111_mat,0
434,ref_225_112_fac,Reference factory equipment cost for 225.112,31779.3104,$,,,ce_225_112_fac,0
435,ref_225_112_lab,Reference site labor cost for 225.112,28538.63734,$,,,ce_225_112_lab,0
436,ref_225_112_mat,Reference site material cost for 225.112,2275.585206,$,,,ce_225_112_mat,0
437,ref_225_113_fac,Reference factory equipment cost for 225.113,78282.49207,$,,,ce_225_113_fac,0
438,ref_225_113_lab,Reference site labor cost for 225.113,142693.1867,$,,,ce_225_113_lab,0
439,ref_225_113_mat,Reference site material cost for 225.113,11281.55898,$,,,ce_225_113_mat,0
440,ref_225_114_fac,Reference factory equipment cost for 225.114,1423355.029,$,,,ce_225_114_fac,0
441,ref_225_114_lab,Reference site labor cost for 225.114,395150.3632,$,,,ce_225_114_lab,0
442,ref_225_114_mat,Reference site material cost for 225.114,31522.91857,$,,,ce_225_114_mat,0
443,ref_225_12_fac,Reference factory equipment cost for 225.12,311913.9315,$,,,,0
444,ref_225_12_lab,Reference site labor cost for 225.12,40279.58386,$,,,,0
445,ref_225_12_mat,Reference site material cost for 225.12,3213.639922,$,,,,0
446,ref_225_13_fac,Aggregated reference fac cost for 225.13,435399.74599,$,,,,0
447,ref_225_13_lab,Aggregated reference lab cost for 225.13,1025848.6056,$,,,,0
448,ref_225_13_mat,Aggregated reference mat cost for 225.13,77501.834251,$,,,,0
449,ref_225_3_fac,Aggregated reference fac cost for 225.3,227028.0975,$,,,,0
450,ref_225_3_lab,Aggregated reference lab cost for 225.3,143339.4107,$,,,,0
451,ref_225_3_mat,Aggregated reference mat cost for 225.3,10769.08215,$,,,,0
452,ref_225_4_fac,Aggregated reference fac cost for 225.4,4553380.16247,$,,,,0
453,ref_225_4_lab,Aggregated reference lab cost for 225.4,2057890.48916,$,,,,0
454,ref_225_4_mat,Aggregated reference mat cost for 225.4,226720.594276,$,,,,0
455,ref_226_1_fac,Aggregated reference fac cost for 226.1,1768563.444,$,,,,0
456,ref_226_1_lab,Aggregated reference lab cost for 226.1,2571525.626,$,,,,0
457,ref_226_1_mat,Aggregated reference mat cost for 226.1,200061.0012,$,,,,0
458,ref_226_3_fac,Aggregated reference fac cost for 226.3,2016124.88944,$,,,,0
459,ref_226_3_lab,Aggregated reference lab cost for 226.3,3000197.53557,$,,,,0
460,ref_226_3_mat,Aggregated reference mat cost for 226.3,628917.8974236,$,,,,0
461,ref_226_4_fac,Aggregated reference fac cost for 226.4,24729843.087,$,,,,0
462,ref_226_4_lab,Aggregated reference lab cost for 226.4,35691506.611,$,,,,0
463,ref_226_4_mat,Aggregated reference mat cost for 226.4,4098205.311,$,,,,0
464,ref_226_6_fac,Aggregated reference fac cost for 226.6,381757.8008,$,,,,0
465,ref_226_6_lab,Aggregated reference lab cost for 226.6,93253.8854,$,,,,0
466,ref_226_6_mat,Aggregated reference mat cost for 226.6,3658.72934,$,,,,0
467,ref_226_71_fac,Aggregated reference fac cost for 226.71,13497035.8998,$,,,,0
468,ref_226_71_lab,Aggregated reference lab cost for 226.71,29663437.3234,$,,,,0
469,ref_226_71_mat,Aggregated reference mat cost for 226.71,2285411.729199,$,,,,0
470,ref_226_72_fac,Aggregated reference fac cost for 226.72,12452416.7199,$,,,,0
471,ref_226_72_lab,Aggregated reference lab cost for 226.72,17484840.09237,$,,,,0
472,ref_226_72_mat,Aggregated reference mat cost for 226.72,1360292.762976,$,,,,0
473,ref_226_8_fac,Aggregated reference fac cost for 226.8,7867871.49,$,,,,0
474,ref_226_8_lab,Aggregated reference lab cost for 226.8,355003.30216,$,,,,0
475,ref_226_8_mat,Aggregated reference mat cost for 226.8,2008164.99365,$,,,,0
476,ref_226_9_fac,Aggregated reference fac cost for 226.9,895545.655225,$,,,,0
477,ref_226_9_lab,Aggregated reference lab cost for 226.9,1385536.3887,$,,,,0
478,ref_226_9_mat,Aggregated reference mat cost for 226.9,116782.23729,$,,,,0
479,ref_227_11_fac,Reference factory equipment cost for 227.11,2348124.118,$,,,,0
480,ref_227_11_lab,Reference site labor cost for 227.11,956553.3662,$,,,,0
481,ref_227_11_mat,Reference site material cost for 227.11,47080.64023,$,,,,0
482,ref_227_15_fac,Reference factory equipment cost for 227.15,201316.7982,$,,,,0
483,ref_227_15_lab,Reference site labor cost for 227.15,146670.7044,$,,,,0
484,ref_227_15_mat,Reference site material cost for 227.15,7611.624429,$,,,,0
485,ref_227_16_fac,Reference factory equipment cost for 227.16,841507.4498,$,,,,0
486,ref_227_16_lab,Reference site labor cost for 227.16,573931.4903,$,,,,0
487,ref_227_16_mat,Reference site material cost for 227.16,29789.75467,$,,,,0
488,ref_227_17_fac,Reference factory equipment cost for 227.17,805269.6058,$,,,,0
489,ref_227_17_lab,Reference site labor cost for 227.17,573931.4903,$,,,,0
490,ref_227_17_mat,Reference site material cost for 227.17,29789.75467,$,,,,0
491,ref_227_18_fac,Reference factory equipment cost for 227.18,1007976.135,$,,,,0
492,ref_227_18_lab,Reference site labor cost for 227.18,446391.7474,$,,,,0
493,ref_227_18_mat,Reference site material cost for 227.18,21971.66031,$,,,,0
494,ref_227_19_fac,Reference factory equipment cost for 227.19,543551.0205,$,,,,0
495,ref_227_19_lab,Reference site labor cost for 227.19,159427.3258,$,,,,0
496,ref_227_19_mat,Reference site material cost for 227.19,7845.90479,$,,,,0
497,ref_227_2_fac,Reference factory equipment cost for 227.2,6575350.648,$,,,,0
498,ref_227_2_lab,Reference site labor cost for 227.2,913902.4667,$,,,,0
499,ref_227_2_mat,Reference site material cost for 227.2,89960.81599,$,,,,0
500,ref_227_3_fac,Aggregated reference fac cost for 227.3,6821452.5089,$,,,,0
501,ref_227_3_lab,Aggregated reference lab cost for 227.3,2569941.70284,$,,,,0
502,ref_227_3_mat,Aggregated reference mat cost for 227.3,141557.216123,$,,,,0
503,ref_227_4_fac,Aggregated reference fac cost for 227.4,5434791.773,$,,,,0
504,ref_227_4_lab,Aggregated reference lab cost for 227.4,1944991.6681,$,,,,0
505,ref_227_4_mat,Aggregated reference mat cost for 227.4,191457.2748,$,,,,0
506,ref_227_5_fac,Reference factory equipment cost for 227.5,435585.8101,$,,,,0
507,ref_227_5_lab,Reference site labor cost for 227.5,8927819.064,$,,,,0
508,ref_227_5_mat,Reference site material cost for 227.5,870827.6585,$,,,,0
509,ref_227_9_fac,Reference factory equipment cost for 227.9,5218992.184,$,,,,0
510,ref_227_9_lab,Reference site labor cost for 227.9,3188506.809,$,,,,0
511,ref_227_9_mat,Reference site material cost for 227.9,313864.8548,$,,,,0
512,ref_228_lab,Aggregated reference lab cost for 228,13169656.351,$,,,,0
513,ref_228_mat,Aggregated reference mat cost for 228,7193434.6014,$,,,,0
514,ref_23_fac,Aggregated reference fac cost for 23,398537111.53,$,,,,0
515,ref_23_lab,Aggregated reference lab cost for 23,169158211.60999998,$,,,,0
516,ref_23_mat,Aggregated reference mat cost for 23,25604663.869,$,,,,0
517,ref_241_fac,Aggregated reference fac cost for 241,24759182.802,$,,,,0
518,ref_241_lab,Aggregated reference lab cost for 241,1352628.48,$,,,,0
519,ref_241_mat,Aggregated reference mat cost for 241,194352.4,$,,,,0
520,ref_242_fac,Aggregated reference fac cost for 242,40273254.999,$,,,,0
521,ref_242_lab,Aggregated reference lab cost for 242,3777121.6009,$,,,,0
522,ref_242_mat,Aggregated reference mat cost for 242,717829.2001,$,,,,0
523,ref_243_fac,Aggregated reference fac cost for 243,3457143.7988,$,,,,0
524,ref_243_lab,Aggregated reference lab cost for 243,770259.4911,$,,,,0
525,ref_243_mat,Aggregated reference mat cost for 243,69770.84044999999,$,,,,0
526,ref_244_lab,Aggregated reference lab cost for 244,7182716.802999999,$,,,,0
527,ref_244_mat,Aggregated reference mat cost for 244,3891223.5978,$,,,,0
528,ref_245_lab,Aggregated reference lab cost for 245,89344823.69,$,,,,0
529,ref_245_mat,Aggregated reference mat cost for 245,14935133.401,$,,,,0
530,ref_246_fac,Aggregated reference fac cost for 246,3906081.919,$,,,,0
531,ref_246_lab,Aggregated reference lab cost for 246,47899828.477,$,,,,0
532,ref_246_mat,Aggregated reference mat cost for 246,23576371.2735,$,,,,0
533,ref_251_11_fac,Aggregated reference fac cost for 251.11,3919300.0,$,,,,0
534,ref_251_11_lab,Aggregated reference lab cost for 251.11,607877.0538999999,$,,,,0
535,ref_251_11_mat,Aggregated reference mat cost for 251.11,63379.76292,$,,,,0
536,ref_251_12_fac,Reference factory equipment cost for 251.12,5599000.0,$,,,,0
537,ref_251_12_lab,Reference site labor cost for 251.12,1215742.355,$,,,,0
538,ref_251_12_mat,Reference site material cost for 251.12,126759.5258,$,,,,0
539,ref_251_16_fac,Reference factory equipment cost for 251.16,671880.0,$,,,,0
540,ref_251_16_lab,Reference site labor cost for 251.16,572112.3209,$,,,,0
541,ref_251_16_mat,Reference site material cost for 251.16,59651.36136,$,,,,0
542,ref_251_17_fac,Reference factory equipment cost for 251.17,940632.0,$,,,,0
543,ref_251_17_lab,Reference site labor cost for 251.17,100121.8599,$,,,,0
544,ref_251_17_mat,Reference site material cost for 251.17,10440.74981,$,,,,0
545,ref_252_1_fac,Aggregated reference fac cost for 252.1,3990340.548,$,,,,0
546,ref_252_1_lab,Aggregated reference lab cost for 252.1,19619508.343,$,,,,0
547,ref_252_1_mat,Aggregated reference mat cost for 252.1,834673.121,$,,,,0
548,ref_252_2_fac,Aggregated reference fac cost for 252.2,12778995.778,$,,,,0
549,ref_252_2_lab,Aggregated reference lab cost for 252.2,49274175.28300001,$,,,,0
550,ref_252_2_mat,Aggregated reference mat cost for 252.2,10358280.0372,$,,,,0
551,ref_252_3_fac,Aggregated reference fac cost for 252.3,5820232.71781,$,,,,0
552,ref_252_3_lab,Aggregated reference lab cost for 252.3,9072230.95898,$,,,,0
553,ref_252_3_mat,Aggregated reference mat cost for 252.3,536164.732992,$,,,,0
554,ref_252_4_lab,Aggregated reference lab cost for 252.4,484340.6169,$,,,,0
555,ref_252_4_mat,Aggregated reference mat cost for 252.4,270868.02393,$,,,,0
556,ref_253_fac,Aggregated reference fac cost for 253,4287360.0,$,,,,0
557,ref_253_lab,Aggregated reference lab cost for 253,10454512.323,$,,,,0
558,ref_253_mat,Aggregated reference mat cost for 253,1443732.4,$,,,,0
559,ref_254_fac,Aggregated reference fac cost for 254,4909689.3994,$,,,,0
560,ref_254_lab,Aggregated reference lab cost for 254,1396674.709504,$,,,,0
561,ref_254_mat,Aggregated reference mat cost for 254,161290.79995349998,$,,,,0
